,timestamp,customer_name,customer_no,location
1419,09-06-2019 08:42,Sierra,284,spices
1420,09-06-2019 08:43,Anthony,245,fruit
1421,09-06-2019 08:43,Emily,257,drinks
1422,09-06-2019 08:43,Mark,267,fruit
1423,09-06-2019 08:43,Katherine,270,fruit
1424,09-06-2019 08:43,Michelle,272,dairy
1425,09-06-2019 08:43,Ronald,276,dairy
1426,09-06-2019 08:43,Scott,278,dairy
1427,09-06-2019 08:43,John,279,dairy
1428,09-06-2019 08:43,Jeff,280,dairy
1429,09-06-2019 08:43,Holly,281,fruit
1430,09-06-2019 08:43,Angela,283,fruit
1431,09-06-2019 08:43,Sierra,284,dairy
1432,09-06-2019 08:43,Elizabeth,285,checkout
1433,09-06-2019 08:43,Donald,286,spices
1434,09-06-2019 08:44,Anthony,245,fruit
1435,09-06-2019 08:44,Emily,257,drinks
1436,09-06-2019 08:44,Mark,267,drinks
1437,09-06-2019 08:44,Ronald,276,dairy
1438,09-06-2019 08:44,Scott,278,dairy
1439,09-06-2019 08:44,John,279,dairy
1440,09-06-2019 08:44,Jeff,280,dairy
1441,09-06-2019 08:44,Holly,281,fruit
1442,09-06-2019 08:44,Angela,283,fruit
1443,09-06-2019 08:44,Sierra,284,dairy
1444,09-06-2019 08:44,Donald,286,fruit
1445,09-06-2019 08:44,Vickie,287,fruit
1446,09-06-2019 08:44,John,288,fruit
1447,09-06-2019 08:45,Emily,257,drinks
1448,09-06-2019 08:45,Mark,267,drinks
1449,09-06-2019 08:45,Scott,278,fruit
1450,09-06-2019 08:45,John,279,dairy
1451,09-06-2019 08:45,Donald,286,spices
1452,09-06-2019 08:45,Vickie,287,fruit
1453,09-06-2019 08:45,John,288,fruit
1454,09-06-2019 08:45,Jason,289,spices
1455,09-06-2019 08:45,James,290,spices
1456,09-06-2019 08:45,Bradley,291,fruit
1457,09-06-2019 08:45,Erika,292,checkout
1458,09-06-2019 08:46,Emily,257,drinks
1459,09-06-2019 08:46,Mark,267,drinks
1460,09-06-2019 08:46,John,279,dairy
1461,09-06-2019 08:46,Donald,286,fruit
1462,09-06-2019 08:46,Vickie,287,fruit
1463,09-06-2019 08:46,John,288,fruit
1464,09-06-2019 08:46,Jason,289,drinks
1465,09-06-2019 08:46,Bradley,291,fruit
1466,09-06-2019 08:47,Emily,257,drinks
1467,09-06-2019 08:47,Mark,267,drinks
1468,09-06-2019 08:47,John,279,dairy
1469,09-06-2019 08:47,Donald,286,fruit
1470,09-06-2019 08:47,Vickie,287,fruit
1471,09-06-2019 08:47,Richard,293,fruit
1472,09-06-2019 08:47,Rachel,294,spices
1473,09-06-2019 08:47,Norma,295,checkout
1474,09-06-2019 08:48,Emily,257,drinks
1475,09-06-2019 08:48,Mark,267,drinks
1476,09-06-2019 08:48,John,279,dairy
1477,09-06-2019 08:48,Donald,286,fruit
1478,09-06-2019 08:48,Richard,293,fruit
1479,09-06-2019 08:48,Rachel,294,spices
1480,09-06-2019 08:49,Emily,257,drinks
1481,09-06-2019 08:49,Mark,267,spices
1482,09-06-2019 08:49,John,279,dairy
1483,09-06-2019 08:49,Donald,286,fruit
1484,09-06-2019 08:49,Richard,293,fruit
1485,09-06-2019 08:49,Ethan,296,fruit
1486,09-06-2019 08:49,Stephen,297,dairy
1487,09-06-2019 08:49,Deborah,298,dairy
1488,09-06-2019 08:50,Emily,257,drinks
1489,09-06-2019 08:50,Mark,267,spices
1490,09-06-2019 08:50,John,279,dairy
1491,09-06-2019 08:50,Donald,286,fruit
1492,09-06-2019 08:50,Richard,293,fruit
1493,09-06-2019 08:50,Ethan,296,fruit
1494,09-06-2019 08:50,Stephen,297,dairy
1495,09-06-2019 08:50,Deborah,298,dairy
1496,09-06-2019 08:50,Kayla,299,checkout
1497,09-06-2019 08:51,Emily,257,fruit
1498,09-06-2019 08:51,John,279,dairy
1499,09-06-2019 08:51,Donald,286,fruit
1500,09-06-2019 08:51,Richard,293,fruit
1501,09-06-2019 08:51,Ethan,296,fruit
1502,09-06-2019 08:51,Stephen,297,dairy
1503,09-06-2019 08:51,Deborah,298,dairy
1504,09-06-2019 08:52,Emily,257,drinks
1505,09-06-2019 08:52,Donald,286,fruit
1506,09-06-2019 08:52,Richard,293,fruit
1507,09-06-2019 08:52,Ethan,296,fruit
1508,09-06-2019 08:52,Stephen,297,dairy
1509,09-06-2019 08:52,Deborah,298,dairy
1510,09-06-2019 08:53,Donald,286,fruit
1511,09-06-2019 08:53,Richard,293,fruit
1512,09-06-2019 08:53,Ethan,296,fruit
1513,09-06-2019 08:53,Stephen,297,dairy
1514,09-06-2019 08:53,Deborah,298,dairy
1515,09-06-2019 08:53,Heather,300,fruit
1516,09-06-2019 08:53,Jonathan,301,fruit
1517,09-06-2019 08:53,Karen,302,checkout
1518,09-06-2019 08:53,Jasmine,303,fruit
1519,09-06-2019 08:53,Ronald,304,drinks
1520,09-06-2019 08:54,Donald,286,drinks
1521,09-06-2019 08:54,Ethan,296,fruit
1522,09-06-2019 08:54,Deborah,298,dairy
1523,09-06-2019 08:54,Heather,300,spices
1524,09-06-2019 08:54,Jonathan,301,drinks
1525,09-06-2019 08:54,Jasmine,303,fruit
1526,09-06-2019 08:54,Ronald,304,drinks
1527,09-06-2019 08:54,Tyler,305,checkout
1528,09-06-2019 08:54,Lisa,306,fruit
1529,09-06-2019 08:55,Donald,286,drinks
1530,09-06-2019 08:55,Deborah,298,dairy
1531,09-06-2019 08:55,Heather,300,spices
1532,09-06-2019 08:55,Jonathan,301,drinks
1533,09-06-2019 08:55,Jasmine,303,drinks
1534,09-06-2019 08:55,Lisa,306,dairy
1535,09-06-2019 08:55,Adam,307,spices
1536,09-06-2019 08:56,Donald,286,spices
1537,09-06-2019 08:56,Deborah,298,dairy
1538,09-06-2019 08:56,Heather,300,spices
1539,09-06-2019 08:56,Jonathan,301,fruit
1540,09-06-2019 08:56,Jasmine,303,drinks
1541,09-06-2019 08:56,Lisa,306,dairy
1542,09-06-2019 08:56,Adam,307,dairy
1543,09-06-2019 08:57,Donald,286,spices
1544,09-06-2019 08:57,Deborah,298,dairy
1545,09-06-2019 08:57,Heather,300,dairy
1546,09-06-2019 08:57,Jonathan,301,fruit
1547,09-06-2019 08:57,Jasmine,303,drinks
1548,09-06-2019 08:57,Lisa,306,dairy
1549,09-06-2019 08:57,Adam,307,spices
1550,09-06-2019 08:57,Andrew,308,fruit
1551,09-06-2019 08:57,Michael,309,drinks
1552,09-06-2019 08:57,Steven,310,drinks
1553,09-06-2019 08:57,Michael,311,dairy
1554,09-06-2019 08:57,Jason,312,checkout
1555,09-06-2019 08:58,Donald,286,spices
1556,09-06-2019 08:58,Deborah,298,fruit
1557,09-06-2019 08:58,Heather,300,dairy
1558,09-06-2019 08:58,Jonathan,301,fruit
1559,09-06-2019 08:58,Jasmine,303,drinks
1560,09-06-2019 08:58,Lisa,306,dairy
1561,09-06-2019 08:58,Adam,307,dairy
1562,09-06-2019 08:58,Andrew,308,fruit
1563,09-06-2019 08:58,Steven,310,drinks
1564,09-06-2019 08:58,Michael,311,dairy
1565,09-06-2019 08:59,Donald,286,spices
1566,09-06-2019 08:59,Heather,300,dairy
1567,09-06-2019 08:59,Jonathan,301,fruit
1568,09-06-2019 08:59,Jasmine,303,fruit
1569,09-06-2019 08:59,Adam,307,dairy
1570,09-06-2019 08:59,Andrew,308,fruit
1571,09-06-2019 08:59,Steven,310,drinks
1572,09-06-2019 08:59,Michael,311,drinks
1573,09-06-2019 08:59,Laura,313,checkout
1574,09-06-2019 08:59,James,314,dairy
1575,09-06-2019 08:59,Lisa,315,drinks
1576,09-06-2019 08:59,Rebecca,316,fruit
1577,09-06-2019 09:00,Donald,286,spices
1578,09-06-2019 09:00,Heather,300,dairy
1579,09-06-2019 09:00,Jasmine,303,fruit
1580,09-06-2019 09:00,Adam,307,dairy
1581,09-06-2019 09:00,Andrew,308,fruit
1582,09-06-2019 09:00,Steven,310,drinks
1583,09-06-2019 09:00,James,314,dairy
1584,09-06-2019 09:00,Lisa,315,drinks
1585,09-06-2019 09:00,David,317,checkout
1586,09-06-2019 09:00,Cindy,318,fruit
1587,09-06-2019 09:00,Janice,319,checkout
1588,09-06-2019 09:00,Chad,320,spices
1589,09-06-2019 09:01,Donald,286,spices
1590,09-06-2019 09:01,Jasmine,303,fruit
1591,09-06-2019 09:01,Adam,307,dairy
1592,09-06-2019 09:01,Steven,310,drinks
1593,09-06-2019 09:01,James,314,dairy
1594,09-06-2019 09:01,Cindy,318,fruit
1595,09-06-2019 09:01,Chad,320,spices
1596,09-06-2019 09:01,Kenneth,321,checkout
1597,09-06-2019 09:02,Donald,286,spices
1598,09-06-2019 09:02,Jasmine,303,fruit
1599,09-06-2019 09:02,Adam,307,dairy
1600,09-06-2019 09:02,Steven,310,spices
1601,09-06-2019 09:02,James,314,dairy
1602,09-06-2019 09:02,Cindy,318,fruit
1603,09-06-2019 09:02,Chad,320,dairy
1604,09-06-2019 09:02,Felicia,322,checkout
1605,09-06-2019 09:03,Donald,286,drinks
1606,09-06-2019 09:03,Jasmine,303,fruit
1607,09-06-2019 09:03,Adam,307,dairy
1608,09-06-2019 09:03,Steven,310,spices
1609,09-06-2019 09:03,James,314,dairy
1610,09-06-2019 09:03,Cindy,318,fruit
1611,09-06-2019 09:03,Chad,320,drinks
1612,09-06-2019 09:03,Kenneth,323,fruit
1613,09-06-2019 09:03,Joshua,324,checkout
1614,09-06-2019 09:04,Donald,286,drinks
1615,09-06-2019 09:04,Jasmine,303,fruit
1616,09-06-2019 09:04,Adam,307,dairy
1617,09-06-2019 09:04,Steven,310,spices
1618,09-06-2019 09:04,James,314,dairy
1619,09-06-2019 09:04,Cindy,318,drinks
1620,09-06-2019 09:04,Chad,320,drinks
1621,09-06-2019 09:04,Kenneth,323,fruit
1622,09-06-2019 09:04,Cassandra,325,drinks
1623,09-06-2019 09:04,Joyce,326,drinks
1624,09-06-2019 09:04,Michael,327,spices
1625,09-06-2019 09:04,Robert,328,fruit
1626,09-06-2019 09:04,Amanda,329,drinks
1627,09-06-2019 09:05,Donald,286,drinks
1628,09-06-2019 09:05,Jasmine,303,dairy
1629,09-06-2019 09:05,Adam,307,dairy
1630,09-06-2019 09:05,James,314,spices
1631,09-06-2019 09:05,Cindy,318,drinks
1632,09-06-2019 09:05,Kenneth,323,fruit
1633,09-06-2019 09:05,Joyce,326,drinks
1634,09-06-2019 09:05,Michael,327,fruit
1635,09-06-2019 09:05,Robert,328,fruit
1636,09-06-2019 09:05,Amanda,329,drinks
1637,09-06-2019 09:05,Richard,330,checkout
1638,09-06-2019 09:05,Jennifer,331,checkout
1639,09-06-2019 09:05,Samuel,332,fruit
1640,09-06-2019 09:05,Susan,333,checkout
1641,09-06-2019 09:05,James,334,drinks
1642,09-06-2019 09:06,Jasmine,303,dairy
1643,09-06-2019 09:06,Adam,307,dairy
1644,09-06-2019 09:06,James,314,dairy
1645,09-06-2019 09:06,Cindy,318,drinks
1646,09-06-2019 09:06,Kenneth,323,fruit
1647,09-06-2019 09:06,Michael,327,fruit
1648,09-06-2019 09:06,Robert,328,fruit
1649,09-06-2019 09:06,Amanda,329,drinks
1650,09-06-2019 09:06,Samuel,332,dairy
1651,09-06-2019 09:06,James,334,spices
1652,09-06-2019 09:06,Roy,335,fruit
1653,09-06-2019 09:07,Jasmine,303,dairy
1654,09-06-2019 09:07,Adam,307,dairy
1655,09-06-2019 09:07,James,314,dairy
1656,09-06-2019 09:07,Cindy,318,drinks
1657,09-06-2019 09:07,Kenneth,323,spices
1658,09-06-2019 09:07,Michael,327,dairy
1659,09-06-2019 09:07,Robert,328,fruit
1660,09-06-2019 09:07,Amanda,329,drinks
1661,09-06-2019 09:07,Samuel,332,dairy
1662,09-06-2019 09:07,James,334,spices
1663,09-06-2019 09:07,John,336,dairy
1664,09-06-2019 09:07,Kelly,337,drinks
1665,09-06-2019 09:08,Jasmine,303,dairy
1666,09-06-2019 09:08,James,314,dairy
1667,09-06-2019 09:08,Cindy,318,drinks
1668,09-06-2019 09:08,Kenneth,323,spices
1669,09-06-2019 09:08,Michael,327,dairy
1670,09-06-2019 09:08,Robert,328,fruit
1671,09-06-2019 09:08,Amanda,329,spices
1672,09-06-2019 09:08,James,334,spices
1673,09-06-2019 09:08,John,336,dairy
1674,09-06-2019 09:08,Kelly,337,drinks
1675,09-06-2019 09:08,Dawn,338,drinks
1676,09-06-2019 09:08,Kathleen,339,checkout
1677,09-06-2019 09:08,Donna,340,checkout
1678,09-06-2019 09:08,Susan,341,dairy
1679,09-06-2019 09:09,Jasmine,303,drinks
1680,09-06-2019 09:09,James,314,dairy
1681,09-06-2019 09:09,Cindy,318,drinks
1682,09-06-2019 09:09,Kenneth,323,spices
1683,09-06-2019 09:09,Michael,327,dairy
1684,09-06-2019 09:09,Amanda,329,dairy
1685,09-06-2019 09:09,James,334,drinks
1686,09-06-2019 09:09,John,336,dairy
1687,09-06-2019 09:09,Kelly,337,drinks
1688,09-06-2019 09:09,Susan,341,dairy
1689,09-06-2019 09:09,Cheryl,342,spices
1690,09-06-2019 09:09,Rita,343,checkout
1691,09-06-2019 09:09,Helen,344,drinks
1692,09-06-2019 09:10,Jasmine,303,drinks
1693,09-06-2019 09:10,James,314,drinks
1694,09-06-2019 09:10,Michael,327,dairy
1695,09-06-2019 09:10,Amanda,329,dairy
1696,09-06-2019 09:10,James,334,drinks
1697,09-06-2019 09:10,John,336,dairy
1698,09-06-2019 09:10,Susan,341,fruit
1699,09-06-2019 09:10,Cheryl,342,drinks
1700,09-06-2019 09:10,Helen,344,spices
1701,09-06-2019 09:10,Lori,345,dairy
1702,09-06-2019 09:10,Molly,346,spices
1703,09-06-2019 09:10,Joshua,347,checkout
1704,09-06-2019 09:10,Mitchell,348,checkout
1705,09-06-2019 09:10,Stephanie,349,spices
1706,09-06-2019 09:11,Jasmine,303,drinks
1707,09-06-2019 09:11,James,314,fruit
1708,09-06-2019 09:11,Amanda,329,dairy
1709,09-06-2019 09:11,James,334,fruit
1710,09-06-2019 09:11,John,336,dairy
1711,09-06-2019 09:11,Susan,341,fruit
1712,09-06-2019 09:11,Helen,344,dairy
1713,09-06-2019 09:11,Lori,345,dairy
1714,09-06-2019 09:11,Molly,346,spices
1715,09-06-2019 09:11,Stephanie,349,spices
1716,09-06-2019 09:11,Edward,350,dairy
1717,09-06-2019 09:11,Amy,351,fruit
1718,09-06-2019 09:12,Jasmine,303,drinks
1719,09-06-2019 09:12,James,314,fruit
1720,09-06-2019 09:12,Amanda,329,drinks
1721,09-06-2019 09:12,John,336,dairy
1722,09-06-2019 09:12,Susan,341,fruit
1723,09-06-2019 09:12,Helen,344,dairy
1724,09-06-2019 09:12,Molly,346,dairy
1725,09-06-2019 09:12,Edward,350,dairy
1726,09-06-2019 09:12,Alexandra,352,drinks
1727,09-06-2019 09:12,Timothy,353,dairy
1728,09-06-2019 09:12,Andrea,354,fruit
1729,09-06-2019 09:12,Jennifer,355,checkout
1730,09-06-2019 09:13,Jasmine,303,fruit
1731,09-06-2019 09:13,Amanda,329,drinks
1732,09-06-2019 09:13,John,336,dairy
1733,09-06-2019 09:13,Susan,341,fruit
1734,09-06-2019 09:13,Helen,344,dairy
1735,09-06-2019 09:13,Molly,346,dairy
1736,09-06-2019 09:13,Edward,350,spices
1737,09-06-2019 09:13,Alexandra,352,drinks
1738,09-06-2019 09:13,Timothy,353,dairy
1739,09-06-2019 09:13,Andrea,354,fruit
1740,09-06-2019 09:13,Donald,356,drinks
1741,09-06-2019 09:13,Dawn,357,checkout
1742,09-06-2019 09:13,Laura,358,fruit
1743,09-06-2019 09:13,Vanessa,359,checkout
1744,09-06-2019 09:13,Bobby,360,dairy
1745,09-06-2019 09:14,Jasmine,303,fruit
1746,09-06-2019 09:14,Amanda,329,drinks
1747,09-06-2019 09:14,John,336,dairy
1748,09-06-2019 09:14,Susan,341,fruit
1749,09-06-2019 09:14,Helen,344,drinks
1750,09-06-2019 09:14,Molly,346,dairy
1751,09-06-2019 09:14,Edward,350,spices
1752,09-06-2019 09:14,Alexandra,352,drinks
1753,09-06-2019 09:14,Andrea,354,drinks
1754,09-06-2019 09:14,Donald,356,drinks
1755,09-06-2019 09:14,Bobby,360,dairy
1756,09-06-2019 09:15,Jasmine,303,fruit
1757,09-06-2019 09:15,Amanda,329,drinks
1758,09-06-2019 09:15,John,336,fruit
1759,09-06-2019 09:15,Susan,341,fruit
1760,09-06-2019 09:15,Molly,346,dairy
1761,09-06-2019 09:15,Edward,350,spices
1762,09-06-2019 09:15,Andrea,354,drinks
1763,09-06-2019 09:15,Donald,356,dairy
1764,09-06-2019 09:15,Bobby,360,dairy
1765,09-06-2019 09:15,Pamela,361,dairy
1766,09-06-2019 09:15,Belinda,362,fruit
1767,09-06-2019 09:15,Jake,363,spices
1768,09-06-2019 09:16,Jasmine,303,fruit
1769,09-06-2019 09:16,Amanda,329,drinks
1770,09-06-2019 09:16,John,336,fruit
1771,09-06-2019 09:16,Molly,346,dairy
1772,09-06-2019 09:16,Edward,350,spices
1773,09-06-2019 09:16,Andrea,354,drinks
1774,09-06-2019 09:16,Donald,356,dairy
1775,09-06-2019 09:16,Bobby,360,fruit
1776,09-06-2019 09:16,Pamela,361,dairy
1777,09-06-2019 09:16,Belinda,362,fruit
1778,09-06-2019 09:16,Jake,363,fruit
1779,09-06-2019 09:16,Melinda,364,checkout
1780,09-06-2019 09:16,Elizabeth,365,drinks
1781,09-06-2019 09:16,Steven,366,checkout
1782,09-06-2019 09:16,Shannon,367,spices
1783,09-06-2019 09:17,Jasmine,303,fruit
1784,09-06-2019 09:17,Amanda,329,fruit
1785,09-06-2019 09:17,John,336,fruit
1786,09-06-2019 09:17,Edward,350,spices
1787,09-06-2019 09:17,Donald,356,dairy
1788,09-06-2019 09:17,Bobby,360,fruit
1789,09-06-2019 09:17,Pamela,361,dairy
1790,09-06-2019 09:17,Jake,363,spices
1791,09-06-2019 09:17,Shannon,367,fruit
1792,09-06-2019 09:17,Susan,368,dairy
1793,09-06-2019 09:17,Krystal,369,drinks
1794,09-06-2019 09:18,Jasmine,303,fruit
1795,09-06-2019 09:18,Amanda,329,fruit
1796,09-06-2019 09:18,John,336,fruit
1797,09-06-2019 09:18,Edward,350,spices
1798,09-06-2019 09:18,Donald,356,dairy
1799,09-06-2019 09:18,Bobby,360,spices
1800,09-06-2019 09:18,Pamela,361,dairy
1801,09-06-2019 09:18,Jake,363,drinks
1802,09-06-2019 09:18,Susan,368,drinks
1803,09-06-2019 09:18,Krystal,369,drinks
1804,09-06-2019 09:18,Shelly,370,checkout
1805,09-06-2019 09:19,Jasmine,303,spices
1806,09-06-2019 09:19,Amanda,329,fruit
1807,09-06-2019 09:19,Edward,350,dairy
1808,09-06-2019 09:19,Donald,356,dairy
1809,09-06-2019 09:19,Bobby,360,dairy
1810,09-06-2019 09:19,Pamela,361,dairy
1811,09-06-2019 09:19,Jake,363,drinks
1812,09-06-2019 09:19,Susan,368,drinks
1813,09-06-2019 09:19,Krystal,369,drinks
1814,09-06-2019 09:19,Jerry,371,spices
1815,09-06-2019 09:20,Jasmine,303,spices
1816,09-06-2019 09:20,Edward,350,dairy
1817,09-06-2019 09:20,Donald,356,dairy
1818,09-06-2019 09:20,Bobby,360,dairy
1819,09-06-2019 09:20,Pamela,361,dairy
1820,09-06-2019 09:20,Susan,368,fruit
1821,09-06-2019 09:20,Gary,372,checkout
1822,09-06-2019 09:20,John,373,drinks
1823,09-06-2019 09:20,Jessica,374,drinks
1824,09-06-2019 09:20,Nicholas,375,spices
1825,09-06-2019 09:21,Jasmine,303,spices
1826,09-06-2019 09:21,Edward,350,dairy
1827,09-06-2019 09:21,Donald,356,dairy
1828,09-06-2019 09:21,Bobby,360,spices
1829,09-06-2019 09:21,Pamela,361,dairy
1830,09-06-2019 09:21,Susan,368,fruit
1831,09-06-2019 09:21,Jessica,374,drinks
1832,09-06-2019 09:21,Lindsey,376,spices
1833,09-06-2019 09:21,Dakota,377,dairy
1834,09-06-2019 09:21,Linda,378,checkout
1835,09-06-2019 09:21,Cory,379,checkout
1836,09-06-2019 09:22,Jasmine,303,spices
1837,09-06-2019 09:22,Edward,350,dairy
1838,09-06-2019 09:22,Donald,356,dairy
1839,09-06-2019 09:22,Bobby,360,spices
1840,09-06-2019 09:22,Pamela,361,dairy
1841,09-06-2019 09:22,Susan,368,fruit
1842,09-06-2019 09:22,Lindsey,376,dairy
1843,09-06-2019 09:23,Edward,350,dairy
1844,09-06-2019 09:23,Donald,356,dairy
1845,09-06-2019 09:23,Bobby,360,dairy
1846,09-06-2019 09:23,Pamela,361,drinks
1847,09-06-2019 09:23,Susan,368,dairy
1848,09-06-2019 09:23,Lindsey,376,drinks
1849,09-06-2019 09:23,Karen,380,checkout
1850,09-06-2019 09:23,Jared,381,dairy
1851,09-06-2019 09:23,Megan,382,dairy
1852,09-06-2019 09:23,Paul,383,spices
1853,09-06-2019 09:24,Edward,350,dairy
1854,09-06-2019 09:24,Donald,356,dairy
1855,09-06-2019 09:24,Bobby,360,dairy
1856,09-06-2019 09:24,Susan,368,dairy
1857,09-06-2019 09:24,Lindsey,376,drinks
1858,09-06-2019 09:24,Jared,381,drinks
1859,09-06-2019 09:24,Megan,382,dairy
1860,09-06-2019 09:24,Paul,383,dairy
1861,09-06-2019 09:24,Paige,384,fruit
1862,09-06-2019 09:24,Candice,385,dairy
1863,09-06-2019 09:24,Daniel,386,drinks
1864,09-06-2019 09:25,Edward,350,dairy
1865,09-06-2019 09:25,Bobby,360,dairy
1866,09-06-2019 09:25,Susan,368,dairy
1867,09-06-2019 09:25,Lindsey,376,spices
1868,09-06-2019 09:25,Jared,381,dairy
1869,09-06-2019 09:25,Megan,382,dairy
1870,09-06-2019 09:25,Paul,383,dairy
1871,09-06-2019 09:25,Paige,384,fruit
1872,09-06-2019 09:25,Candice,385,spices
1873,09-06-2019 09:25,Daniel,386,drinks
1874,09-06-2019 09:25,Richard,387,dairy
1875,09-06-2019 09:26,Edward,350,dairy
1876,09-06-2019 09:26,Bobby,360,dairy
1877,09-06-2019 09:26,Susan,368,fruit
1878,09-06-2019 09:26,Jared,381,dairy
1879,09-06-2019 09:26,Megan,382,dairy
1880,09-06-2019 09:26,Paul,383,dairy
1881,09-06-2019 09:26,Paige,384,fruit
1882,09-06-2019 09:26,Candice,385,spices
1883,09-06-2019 09:26,Daniel,386,spices
1884,09-06-2019 09:26,Richard,387,dairy
1885,09-06-2019 09:27,Edward,350,dairy
1886,09-06-2019 09:27,Bobby,360,dairy
1887,09-06-2019 09:27,Susan,368,fruit
1888,09-06-2019 09:27,Jared,381,dairy
1889,09-06-2019 09:27,Megan,382,dairy
1890,09-06-2019 09:27,Paul,383,drinks
1891,09-06-2019 09:27,Paige,384,fruit
1892,09-06-2019 09:27,Candice,385,dairy
1893,09-06-2019 09:27,Daniel,386,spices
1894,09-06-2019 09:27,Richard,387,dairy
1895,09-06-2019 09:27,Rachel,388,dairy
1896,09-06-2019 09:27,Kelly,389,fruit
1897,09-06-2019 09:27,Emily,390,dairy
1898,09-06-2019 09:28,Edward,350,dairy
1899,09-06-2019 09:28,Bobby,360,dairy
1900,09-06-2019 09:28,Susan,368,fruit
1901,09-06-2019 09:28,Jared,381,dairy
1902,09-06-2019 09:28,Megan,382,dairy
1903,09-06-2019 09:28,Paul,383,drinks
1904,09-06-2019 09:28,Paige,384,fruit
1905,09-06-2019 09:28,Candice,385,dairy
1906,09-06-2019 09:28,Daniel,386,dairy
1907,09-06-2019 09:28,Richard,387,fruit
1908,09-06-2019 09:28,Rachel,388,dairy
1909,09-06-2019 09:28,Kelly,389,drinks
1910,09-06-2019 09:28,Emily,390,dairy
1911,09-06-2019 09:28,Sarah,391,spices
1912,09-06-2019 09:28,Greg,392,dairy
1913,09-06-2019 09:28,Julian,393,spices
1914,09-06-2019 09:28,Timothy,394,fruit
1915,09-06-2019 09:29,Edward,350,dairy
1916,09-06-2019 09:29,Bobby,360,dairy
1917,09-06-2019 09:29,Susan,368,dairy
1918,09-06-2019 09:29,Jared,381,dairy
1919,09-06-2019 09:29,Megan,382,drinks
1920,09-06-2019 09:29,Paul,383,drinks
1921,09-06-2019 09:29,Paige,384,fruit
1922,09-06-2019 09:29,Daniel,386,drinks
1923,09-06-2019 09:29,Richard,387,fruit
1924,09-06-2019 09:29,Rachel,388,dairy
1925,09-06-2019 09:29,Kelly,389,spices
1926,09-06-2019 09:29,Emily,390,dairy
1927,09-06-2019 09:29,Sarah,391,spices
1928,09-06-2019 09:29,Julian,393,dairy
1929,09-06-2019 09:29,Timothy,394,fruit
1930,09-06-2019 09:30,Edward,350,dairy
1931,09-06-2019 09:30,Bobby,360,drinks
1932,09-06-2019 09:30,Susan,368,dairy
1933,09-06-2019 09:30,Jared,381,dairy
1934,09-06-2019 09:30,Megan,382,drinks
1935,09-06-2019 09:30,Paul,383,drinks
1936,09-06-2019 09:30,Paige,384,drinks
1937,09-06-2019 09:30,Daniel,386,drinks
1938,09-06-2019 09:30,Richard,387,fruit
1939,09-06-2019 09:30,Rachel,388,dairy
1940,09-06-2019 09:30,Kelly,389,spices
1941,09-06-2019 09:30,Emily,390,dairy
1942,09-06-2019 09:30,Sarah,391,dairy
1943,09-06-2019 09:30,Julian,393,dairy
1944,09-06-2019 09:31,Edward,350,drinks
1945,09-06-2019 09:31,Bobby,360,drinks
1946,09-06-2019 09:31,Susan,368,dairy
1947,09-06-2019 09:31,Jared,381,dairy
1948,09-06-2019 09:31,Megan,382,spices
1949,09-06-2019 09:31,Paul,383,drinks
1950,09-06-2019 09:31,Paige,384,spices
1951,09-06-2019 09:31,Daniel,386,fruit
1952,09-06-2019 09:31,Richard,387,fruit
1953,09-06-2019 09:31,Rachel,388,dairy
1954,09-06-2019 09:31,Kelly,389,drinks
1955,09-06-2019 09:31,Emily,390,dairy
1956,09-06-2019 09:31,Sarah,391,dairy
1957,09-06-2019 09:31,Julian,393,dairy
1958,09-06-2019 09:31,Michelle,395,fruit
1959,09-06-2019 09:31,Tyler,396,drinks
1960,09-06-2019 09:31,Jason,397,checkout
1961,09-06-2019 09:31,Tricia,398,spices
1962,09-06-2019 09:32,Bobby,360,drinks
1963,09-06-2019 09:32,Susan,368,dairy
1964,09-06-2019 09:32,Jared,381,dairy
1965,09-06-2019 09:32,Megan,382,dairy
1966,09-06-2019 09:32,Paul,383,fruit
1967,09-06-2019 09:32,Paige,384,spices
1968,09-06-2019 09:32,Daniel,386,dairy
1969,09-06-2019 09:32,Richard,387,drinks
1970,09-06-2019 09:32,Emily,390,dairy
1971,09-06-2019 09:32,Sarah,391,dairy
1972,09-06-2019 09:32,Julian,393,dairy
1973,09-06-2019 09:32,Michelle,395,fruit
1974,09-06-2019 09:32,Tyler,396,fruit
1975,09-06-2019 09:32,Tricia,398,spices
1976,09-06-2019 09:32,William,399,dairy
1977,09-06-2019 09:32,Christopher,400,spices
1978,09-06-2019 09:33,Bobby,360,drinks
1979,09-06-2019 09:33,Susan,368,fruit
1980,09-06-2019 09:33,Jared,381,dairy
1981,09-06-2019 09:33,Megan,382,dairy
1982,09-06-2019 09:33,Paul,383,fruit
1983,09-06-2019 09:33,Paige,384,spices
1984,09-06-2019 09:33,Daniel,386,dairy
1985,09-06-2019 09:33,Richard,387,drinks
1986,09-06-2019 09:33,Sarah,391,dairy
1987,09-06-2019 09:33,Julian,393,spices
1988,09-06-2019 09:33,Michelle,395,fruit
1989,09-06-2019 09:33,Tyler,396,dairy
1990,09-06-2019 09:33,Tricia,398,drinks
1991,09-06-2019 09:33,William,399,dairy
1992,09-06-2019 09:33,Christopher,400,spices
1993,09-06-2019 09:33,Olivia,401,spices
1994,09-06-2019 09:33,Harold,402,fruit
